object_1,object_2,title_a,title_b,context_1,context_2,period_a,period_b,visual_similarity,semantic_similarity,multimodal_similarity,case_type,reason_for_review,source_url_a,source_url_b
24316,61820,Sacrificial Sword (Rāmdāo),"Seated Buddha, probably Shakyamuni (Shijiamouni)",Himalayan,Other,,Sixteen Kingdoms period (304–439),0.4384765923023224,0.544127345085144,0.4913018941879272,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/61820
24316,68308,Sacrificial Sword (Rāmdāo),Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Crane Patterns on Hexagonal Diaper Pattern (Mokkō) Background,Himalayan,Other,,Edo period (1615–1868),0.542166531085968,0.5561303496360779,0.549148440361023,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/68308
24316,68310,Sacrificial Sword (Rāmdāo),Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Peony Patterns in Undulating Columns,Himalayan,Other,,Edo period (1615–1868),0.5357435941696167,0.5195097923278809,0.5276266932487488,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/68310
24316,73540,Sacrificial Sword (Rāmdāo),A Large Elephant Recently Imported from Overseas (Shinto hakurai no daizō),Himalayan,Other,,Edo period (1615–1868),0.2690569162368774,0.4728009402751922,0.3709289133548736,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/73540
24316,76084,Sacrificial Sword (Rāmdāo),The Bodhisattva Jizō,Himalayan,Other,,Kamakura period (1185–1333),0.3975109457969665,0.5332067012786865,0.4653588235378265,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/76084
24316,78145,Sacrificial Sword (Rāmdāo),Portrait of Bodhidharma,Himalayan,Other,,Edo period (1615–1868),0.3719561100006103,0.4907166957855224,0.4313364028930664,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/78145
24316,78257,Sacrificial Sword (Rāmdāo),Kali,Himalayan,Other,,,0.3203213214874267,0.580049991607666,0.4501856565475464,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/78257
24316,78260,Sacrificial Sword (Rāmdāo),Vishva Rajalakshmi Gomata,Himalayan,Other,,,0.2465842962265014,0.5772523880004883,0.4119184017181396,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/78260
24316,192770,Sacrificial Sword (Rāmdāo),Saint Bridget of Sweden Receiving the Rule of Her Order,Himalayan,Other,,,0.3503547310829162,0.3609708249568939,0.3556628227233886,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/192770
24316,193451,Sacrificial Sword (Rāmdāo),Good Shepherd,Himalayan,Other,,,0.483634203672409,0.5261502265930176,0.5048922300338745,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/193451
24316,194191,Sacrificial Sword (Rāmdāo),Clock watch with astronomical dial and sundial,Himalayan,Other,,,0.4753638803958893,0.3714156448841095,0.4233897924423218,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/194191
24316,197460,Sacrificial Sword (Rāmdāo),Saint Catherine of Siena,Himalayan,Other,,,0.4671875834465027,0.3376426100730896,0.4024151563644409,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/197460
24316,197461,Sacrificial Sword (Rāmdāo),Saint Bernardino of Siena,Himalayan,Other,,,0.4690724015235901,0.4127693176269531,0.440920889377594,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/197461
24316,200668,Sacrificial Sword (Rāmdāo),Sabine Houdon (1787–1836),Himalayan,Other,,,0.3791534602642059,0.3988965153694153,0.3890250325202942,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/200668
24316,200840,Sacrificial Sword (Rāmdāo),Glass cooler (seau à verre),Himalayan,Other,,,0.4228979051113128,0.4675312042236328,0.445214569568634,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/200840
24316,201718,Sacrificial Sword (Rāmdāo),Street vendor,Himalayan,Other,,,0.4101177453994751,0.4249102771282196,0.4175140559673309,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/201718
24316,203915,Sacrificial Sword (Rāmdāo),Seated Faun,Himalayan,Other,,,0.4121332168579101,0.4720518589019775,0.4420925676822662,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/203915
24316,204587,Sacrificial Sword (Rāmdāo),Emperor Antoninus Pius,Himalayan,Other,,,0.303234338760376,0.4730989038944244,0.3881666660308838,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/204587
24316,205883,Sacrificial Sword (Rāmdāo),Guanyin,Himalayan,Other,,,0.4069088399410248,0.5705119967460632,0.4887104034423828,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/205883
24316,206965,Sacrificial Sword (Rāmdāo),Longcase astronomical regulator,Himalayan,Other,,,0.3927350044250488,0.3408050835132599,0.3667700588703155,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/206965
24316,207157,Sacrificial Sword (Rāmdāo),Dwarf (one of a pair),Himalayan,Other,,,0.3586025536060333,0.4142124652862549,0.3864075541496277,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/207157
24316,207536,Sacrificial Sword (Rāmdāo),The Sacrifice of Jephthah's Daughter,Himalayan,Other,,,0.4194873571395874,0.4814885258674621,0.4504880011081695,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/207536
24316,228990,Sacrificial Sword (Rāmdāo),Adam and Eve with Charles I and Henrietta Maria,Himalayan,Other,,,0.393629789352417,0.4862991869449615,0.4399644434452057,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/228990
24316,228995,Sacrificial Sword (Rāmdāo),"The New Testament, The Book of Common Prayer",Himalayan,Other,,,0.4478357434272766,0.5476596355438232,0.4977476596832275,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/228995
24316,236643,Sacrificial Sword (Rāmdāo),Rothschild lamp,Himalayan,Other,,,0.5064977407455444,0.4954878091812134,0.5009927749633789,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/236643
24316,237451,Sacrificial Sword (Rāmdāo),Dwarf (one of a pair),Himalayan,Other,,,0.3586025536060333,0.4142124652862549,0.3864075541496277,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/237451
24316,239512,Sacrificial Sword (Rāmdāo),Torah crown (keter),Himalayan,Other,,,0.4705063700675964,0.4932715892791748,0.481889009475708,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/239512
24316,266450,Sacrificial Sword (Rāmdāo),Elliot Marbles and Other Sculpture from the Central Museum Madras: Group 26,Himalayan,Other,,,0.4015511870384216,0.4471287131309509,0.4243399500846863,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/266450
24316,268710,Sacrificial Sword (Rāmdāo),Herr Joachim,Himalayan,Other,,,0.3744811713695526,0.4625733494758606,0.4185272753238678,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/268710
24316,269434,Sacrificial Sword (Rāmdāo),Thomas Carlyle,Himalayan,Other,,,0.2875738143920898,0.2810791730880737,0.2843264937400818,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/269434
24316,282044,Sacrificial Sword (Rāmdāo),Sappho,Himalayan,Other,,,0.3066739737987518,0.4459912180900574,0.3763326406478882,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/282044
24316,307598,Sacrificial Sword (Rāmdāo),Eagle relief,Himalayan,Other,,,0.4531673789024353,0.3775551319122314,0.415361225605011,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/307598
24316,307599,Sacrificial Sword (Rāmdāo),Eagle relief,Himalayan,Other,,,0.5026982426643372,0.360370010137558,0.4315341114997864,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/307599
24316,307634,Sacrificial Sword (Rāmdāo),Cihuateotl,Himalayan,Other,,,0.3736433982849121,0.4331791996955871,0.403411328792572,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/307634
24316,308022,Sacrificial Sword (Rāmdāo),Embroidered bag with fringe,Himalayan,Other,,,0.4123809337615967,0.5605731010437012,0.4864770174026489,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/308022
24316,308024,Sacrificial Sword (Rāmdāo),Embroidered bag with fringe,Himalayan,Other,,,0.4395270645618438,0.5605731010437012,0.5000500679016113,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/308024
24316,308565,Sacrificial Sword (Rāmdāo),Stirrup-spout bottle with mountain sacrifice scene,Himalayan,Other,,,0.5027897357940674,0.5876177549362183,0.5452038049697876,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/308565
24316,309227,Sacrificial Sword (Rāmdāo),Tupu (pin),Himalayan,Other,,,0.7384158372879028,0.6112971305847168,0.6748564839363098,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309227
24316,309389,Sacrificial Sword (Rāmdāo),Urpu (jar),Himalayan,Other,,,0.448122501373291,0.566659688949585,0.5073912143707275,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309389
24316,309411,Sacrificial Sword (Rāmdāo),Headdress ornament,Himalayan,Other,,,0.5182448625564575,0.5368306040763855,0.5275377035140991,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309411
24316,309519,Sacrificial Sword (Rāmdāo),Stirrup-spout bottle with feline and snake,Himalayan,Other,,,0.4658713340759277,0.5406674146652222,0.5032693147659302,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309519
24316,309540,Sacrificial Sword (Rāmdāo),Figure pendant,Himalayan,Other,,,0.3961275517940521,0.5964920520782471,0.4963098168373108,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309540
24316,309713,Sacrificial Sword (Rāmdāo),Yoke-form vessel,Himalayan,Other,,,0.4630797505378723,0.5752881765365601,0.5191839933395386,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309713
24316,309943,Sacrificial Sword (Rāmdāo),Miniature male effigy,Himalayan,Other,,,0.4742156267166137,0.6180282831192017,0.5461219549179077,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309943
24316,309944,Sacrificial Sword (Rāmdāo),Miniature female effigy,Himalayan,Other,,,0.4630935788154602,0.6046223640441895,0.5338580012321472,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/309944
24316,310364,Sacrificial Sword (Rāmdāo),Vessel with mythological scene,Himalayan,Other,,,0.3874267041683197,0.6393515467643738,0.5133891105651855,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310364
24316,310472,Sacrificial Sword (Rāmdāo),Palma with figure,Himalayan,Other,,,0.488590657711029,0.4647452533245086,0.47666797041893,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310472
24316,310480,Sacrificial Sword (Rāmdāo),Head of a Rain God,Himalayan,Other,,,0.4172618091106415,0.4369381368160248,0.4270999431610107,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310480
24316,310498,Sacrificial Sword (Rāmdāo),Standing figure,Himalayan,Other,,,0.4843412637710571,0.3799239993095398,0.4321326613426208,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310498
24316,310513,Sacrificial Sword (Rāmdāo),Ornament,Himalayan,Other,,,0.533160388469696,0.4956756830215454,0.5144180655479431,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310513
24316,310540,Sacrificial Sword (Rāmdāo),Column,Himalayan,Other,,,0.492166131734848,0.5138918161392212,0.5030289888381958,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310540
24316,310542,Sacrificial Sword (Rāmdāo),Whistling vessel,Himalayan,Other,,,0.4402436316013336,0.5483167767524719,0.4942802190780639,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310542
24316,310552,Sacrificial Sword (Rāmdāo),Incense burner with feline head,Himalayan,Other,,,0.4640567898750305,0.5375320315361023,0.5007944107055664,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310552
24316,310599,Sacrificial Sword (Rāmdāo),Fish hacha,Himalayan,Other,,,0.4933086037635803,0.461823046207428,0.4775658249855041,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310599
24316,310681,Sacrificial Sword (Rāmdāo),Lime container,Himalayan,Other,,,0.3815981745719909,0.5476157069206238,0.4646070003509521,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/310681
24316,311159,Sacrificial Sword (Rāmdāo),Ceremonial Board (Malu),Himalayan,Other,,,0.6164836883544922,0.5912185907363892,0.6038511395454407,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/311159
24316,312336,Sacrificial Sword (Rāmdāo),Gwandusu,Himalayan,Other,,,0.4948132038116455,0.5228918194770813,0.5088525414466858,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/312336
24316,312558,Sacrificial Sword (Rāmdāo),Female Figurine,Himalayan,Other,,,0.5117660760879517,0.5648013353347778,0.5382837653160095,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/312558
24316,312581,Sacrificial Sword (Rāmdāo),House model,Himalayan,Other,,,0.4636275768280029,0.4680542945861816,0.465840995311737,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/312581
24316,312694,Sacrificial Sword (Rāmdāo),Ear Spool,Himalayan,Other,,,0.5303922891616821,0.4808678925037384,0.5056301355361938,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/312694
24316,312807,Sacrificial Sword (Rāmdāo),Guaíza,Himalayan,Other,,,0.4577813148498535,0.4871459007263183,0.4724636077880859,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/312807
24316,313240,Sacrificial Sword (Rāmdāo),Relief with enthroned ruler,Himalayan,Other,,,0.4110253751277923,0.4953582286834717,0.4531917870044708,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313240
24316,313251,Sacrificial Sword (Rāmdāo),Female figurine,Himalayan,Other,,,0.4483123421669006,0.5713935494422913,0.509852945804596,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313251
24316,313256,Sacrificial Sword (Rāmdāo),Mirror-bearer,Himalayan,Other,,,0.46868896484375,0.57778000831604,0.523234486579895,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313256
24316,313262,Sacrificial Sword (Rāmdāo),Deity figure,Himalayan,Other,,,0.4268711507320404,0.4447472691535949,0.4358091950416565,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313262
24316,313289,Sacrificial Sword (Rāmdāo),Hand with beaker,Himalayan,Other,,,0.5625940561294556,0.577488124370575,0.5700410604476929,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313289
24316,313325,Sacrificial Sword (Rāmdāo),Ceremonial Handle (?),Himalayan,Other,,,0.6246261596679688,0.5314140915870667,0.5780201554298401,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313325
24316,313398,Sacrificial Sword (Rāmdāo),Nose ornament in the shape of a head,Himalayan,Other,,,0.5030145645141602,0.5544921159744263,0.528753399848938,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313398
24316,313511,Sacrificial Sword (Rāmdāo),Frog Pendant,Himalayan,Other,,,0.5479086637496948,0.5588140487670898,0.5533614158630371,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313511
24316,313658,Sacrificial Sword (Rāmdāo),'Otua fefine (deity figure),Himalayan,Other,,,0.4091864228248596,0.520815908908844,0.4650012254714966,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313658
24316,313676,Sacrificial Sword (Rāmdāo),Tahiri ra'a (fly whisk),Himalayan,Other,,,0.5623471140861511,0.4836058914661407,0.5229765176773071,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/313676
24316,314217,Sacrificial Sword (Rāmdāo),Vessel with mythological scene,Himalayan,Other,,,0.3782118856906891,0.5565042495727539,0.4673581123352051,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/314217
24316,314518,Sacrificial Sword (Rāmdāo),Tetrapod Bowl,Himalayan,Other,,,0.455251395702362,0.5018562078475952,0.478553831577301,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/314518
24316,314522,Sacrificial Sword (Rāmdāo),Tetrapod Jar,Himalayan,Other,,,0.4999444484710693,0.4696128964424133,0.4847786724567413,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/314522
24316,314523,Sacrificial Sword (Rāmdāo),Cylindrical Vessel,Himalayan,Other,,,0.5469965934753418,0.5408429503440857,0.5439198613166809,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/314523
24316,314524,Sacrificial Sword (Rāmdāo),Cylindrical Vessel,Himalayan,Other,,,0.5131450295448303,0.5581753849983215,0.5356601476669312,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/314524
24316,314528,Sacrificial Sword (Rāmdāo),Tunic with Diamond Band,Himalayan,Other,,,0.5125837326049805,0.6575108766555786,0.5850472450256348,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/314528
24316,315668,Sacrificial Sword (Rāmdāo),Tupu (pin),Himalayan,Other,,,0.7554510235786438,0.5710241794586182,0.6632376313209534,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/315668
24316,315735,Sacrificial Sword (Rāmdāo),Crucifix,Himalayan,Other,,,0.5949938893318176,0.5004546046257019,0.5477242469787598,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/315735
24316,316274,Sacrificial Sword (Rāmdāo),Plate with trumpeter,Himalayan,Other,,,0.4315305054187774,0.5383471250534058,0.4849388301372528,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316274
24316,316304,Sacrificial Sword (Rāmdāo),Tripod Plate,Himalayan,Other,,,0.4188244044780731,0.5492774248123169,0.4840509593486786,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316304
24316,316415,Sacrificial Sword (Rāmdāo),Ceremonial Textile (Tampan),Himalayan,Other,,,0.3824189007282257,0.649193286895752,0.5158060789108276,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316415
24316,316427,Sacrificial Sword (Rāmdāo),Tumi (knife),Himalayan,Other,,,0.5158205628395081,0.6072129607200623,0.5615167617797852,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316427
24316,316436,Sacrificial Sword (Rāmdāo),Earflare with ritual procession,Himalayan,Other,,,0.3892650902271271,0.5659672021865845,0.4776161313056946,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316436
24316,316437,Sacrificial Sword (Rāmdāo),Earflare with ritual procession,Himalayan,Other,,,0.406549334526062,0.5800555944442749,0.4933024644851684,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316437
24316,316691,Sacrificial Sword (Rāmdāo),Figure pendant,Himalayan,Other,,,0.4373200535774231,0.5567554235458374,0.4970377385616302,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316691
24316,316813,Sacrificial Sword (Rāmdāo),"Jar, Ritual Scenes",Himalayan,Other,,,0.4421967267990112,0.5124582052230835,0.4773275256156921,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316813
24316,316846,Sacrificial Sword (Rāmdāo),Kero (beaker),Himalayan,Other,,,0.5019277334213257,0.5487142205238342,0.5253210067749023,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316846
24316,316847,Sacrificial Sword (Rāmdāo),Kero (beaker),Himalayan,Other,,,0.4940884709358215,0.548714280128479,0.5214013457298279,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316847
24316,316963,Sacrificial Sword (Rāmdāo),Four-Cornered Hat,Himalayan,Other,,,0.31855109333992,0.5775391459465027,0.4480451941490173,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/316963
